-1.13985e-06	-0.00030437	2.53952e-06	-1.5686	-6.91522e-06	1.5717	2.96232e-05
-1.08708e-06	-0.000304286	2.59229e-06	-1.5686	-6.91539e-06	1.5717	2.97287e-05
-9.2106e-07	-0.000304037	2.74231e-06	-1.5686	-6.91294e-06	1.5717	3.00285e-05
-1.41562e-06	-0.00030362	3.76338e-06	-1.5686	-6.90883e-06	1.5717	3.05549e-05
-1.04641e-06	-0.000303037	4.13294e-06	-1.5686	-6.90989e-06	1.5717	3.12937e-05
-1.07341e-06	-0.000302287	5.10963e-06	-1.5686	-6.91111e-06	1.5717	3.22434e-05
-4.93229e-07	-0.00030137	5.69036e-06	-1.5686	-6.91277e-06	1.5717	3.34044e-05
-1.10089e-05	-0.000300287	1.75745e-05	-1.56861	-6.91142e-06	1.57169	3.47729e-05
-1.02177e-05	-0.000299037	1.83664e-05	-1.56861	-6.91372e-06	1.57169	3.6356e-05
-9.32109e-06	-0.000297621	1.92639e-05	-1.56861	-6.91632e-06	1.57169	3.81501e-05
-1.13293e-05	-0.000296037	2.32764e-05	-1.56861	-6.91837e-06	1.57168	4.01544e-05
4.39924e-06	-0.000294287	9.76878e-06	-1.56861	-6.92601e-06	1.57168	4.23753e-05
5.61236e-06	-0.000292371	1.0983e-05	-1.56861	-6.92955e-06	1.57168	4.48027e-05
1.10319e-05	-0.000290287	8.20322e-06	-1.56862	-6.93456e-06	1.57167	4.74424e-05
1.24559e-05	-0.000288037	9.62862e-06	-1.56862	-6.93871e-06	1.57167	5.0292e-05
1.39855e-05	-0.00028562	1.11596e-05	-1.56862	-6.94316e-06	1.57166	5.33525e-05
1.93503e-05	-0.000283037	9.06754e-06	-1.56862	-6.94901e-06	1.57166	5.66253e-05
1.76973e-05	-0.000280287	1.42022e-05	-1.56863	-6.95311e-06	1.57165	6.0107e-05
1.95434e-05	-0.00027737	1.60499e-05	-1.56863	-6.95849e-06	1.57165	6.38007e-05
1.44796e-05	-0.000274286	2.50165e-05	-1.56863	-6.96236e-06	1.57164	6.77036e-05
1.65366e-05	-0.000271036	2.70753e-05	-1.56864	-6.96842e-06	1.57163	7.18195e-05
1.99053e-05	-0.000267618	2.80339e-05	-1.56864	-6.97512e-06	1.57162	7.61468e-05
2.21733e-05	-0.000264035	3.03039e-05	-1.56865	-6.98181e-06	1.57162	8.06849e-05
2.28981e-05	-0.000260284	3.43277e-05	-1.56865	-6.98842e-06	1.57161	8.54335e-05
2.53771e-05	-0.000256366	3.68088e-05	-1.56865	-6.99575e-06	1.5716	9.03936e-05
2.79615e-05	-0.000252282	3.93954e-05	-1.56866	-7.00339e-06	1.57159	9.55648e-05
2.99184e-05	-0.000248031	4.28206e-05	-1.56866	-7.01143e-06	1.57158	0.000100947
3.29896e-05	-0.000243613	4.53427e-05	-1.56867	-7.01999e-06	1.57157	0.00010654
3.58906e-05	-0.000239028	4.8246e-05	-1.56867	-7.02868e-06	1.57156	0.000112345
3.97312e-05	-0.000234277	5.04209e-05	-1.56868	-7.03799e-06	1.57155	0.00011836
4.28431e-05	-0.000229358	5.35353e-05	-1.56868	-7.04734e-06	1.57154	0.000124586
4.48882e-05	-0.000224273	5.79273e-05	-1.56869	-7.05693e-06	1.57153	0.000131024
4.82111e-05	-0.000219021	6.12527e-05	-1.5687	-7.06698e-06	1.57152	0.000137672
5.16395e-05	-0.000213602	6.46837e-05	-1.5687	-7.07734e-06	1.57151	0.000144531
5.49044e-05	-0.000208016	6.84893e-05	-1.56871	-7.08844e-06	1.5715	0.000151602
5.85126e-05	-0.000202263	7.21625e-05	-1.56871	-7.09981e-06	1.57149	0.000158883
6.22576e-05	-0.000196343	7.59099e-05	-1.56872	-7.11132e-06	1.57147	0.000166376
6.6108e-05	-0.000190256	7.97629e-05	-1.56873	-7.12316e-06	1.57146	0.000174079
6.98456e-05	-0.000184002	8.39398e-05	-1.56873	-7.13547e-06	1.57145	0.000181994
7.38115e-05	-0.000177581	8.80994e-05	-1.56874	-7.14851e-06	1.57143	0.00019012
7.79784e-05	-0.000170993	9.22688e-05	-1.56875	-7.16152e-06	1.57142	0.000198456
8.19818e-05	-0.000164238	9.68129e-05	-1.56876	-7.17516e-06	1.57141	0.000207004
8.63597e-05	-0.000157316	0.000101193	-1.56876	-7.18894e-06	1.57139	0.000215762
9.05711e-05	-0.000150227	0.000105951	-1.56877	-7.20337e-06	1.57138	0.000224732
9.51601e-05	-0.000142971	0.000110543	-1.56878	-7.21794e-06	1.57136	0.000233912
9.98545e-05	-0.000135548	0.00011524	-1.56879	-7.23284e-06	1.57135	0.000243303
0.000104662	-0.000127957	0.000120034	-1.5688	-7.2484e-06	1.57133	0.000252906
0.00010929	-0.0001202	0.00012522	-1.56881	-7.26474e-06	1.57131	0.000262719
0.000114301	-0.000112275	0.000130233	-1.56881	-7.28094e-06	1.5713	0.000272744
0.00011916	-0.000104183	0.000135609	-1.56882	-7.29795e-06	1.57128	0.000282979
0.000124383	-9.59235e-05	0.000140833	-1.56883	-7.31499e-06	1.57126	0.000293425
0.00012971	-8.7497e-05	0.000146162	-1.56884	-7.33268e-06	1.57124	0.000304082
0.000135143	-7.89032e-05	0.000151597	-1.56885	-7.3505e-06	1.57123	0.00031495
0.000140682	-7.01421e-05	0.000157137	-1.56886	-7.36866e-06	1.57121	0.000326029
0.000146069	-6.12136e-05	0.00016304	-1.56887	-7.38807e-06	1.57119	0.000337319
0.000151811	-5.21178e-05	0.000168799	-1.56888	-7.40816e-06	1.57117	0.00034882
0.000157667	-4.28547e-05	0.000174655	-1.56889	-7.42785e-06	1.57115	0.000360532
0.000163373	-3.34241e-05	0.000180871	-1.5689	-7.44855e-06	1.57113	0.000372455
0.00016944	-2.3826e-05	0.000186938	-1.56891	-7.46917e-06	1.57111	0.000384588
0.000175614	-1.40605e-05	0.000193108	-1.56892	-7.49059e-06	1.57109	0.000396933
0.000181892	-4.12753e-06	0.000199386	-1.56893	-7.51205e-06	1.57107	0.000409488
0.000188017	5.97296e-06	0.000206027	-1.56895	-7.53515e-06	1.57105	0.000422255
0.000194505	1.6241e-05	0.000212515	-1.56896	-7.5577e-06	1.57103	0.000435232
0.000200838	2.66767e-05	0.00021937	-1.56897	-7.58145e-06	1.571	0.00044842
0.000207538	3.72799e-05	0.000226069	-1.56898	-7.605e-06	1.57098	0.000461819
0.000214092	4.80508e-05	0.000233125	-1.56899	-7.62983e-06	1.57096	0.000475428
0.000221002	5.89894e-05	0.000240035	-1.569	-7.65443e-06	1.57094	0.000489249
